Time,	 Total Cost,	Total Received Attack Packet,	 Total Blocked  Attack Packet,	Total Legit Packt,	 Total Blocked Legit Packet,	filter used
3716,	5458100.0,	9917,	0,	9328,	0,	0,	
5755,	2.37625E7,	43099,	0,	40603,	0,	0,	
7774,	2.38926E7,	43424,	0,	41476,	0,	0,	
9809,	2.42247E7,	43998,	0,	42339,	0,	0,	
12016,	2.5759E7,	46712,	0,	45325,	0,	0,	
14777,	2.59798E7,	47241,	0,	46524,	0,	0,	
17326,	2.4482E7,	44200,	0,	44572,	0,	0,	
19736,	2.15858E7,	39370,	0,	41725,	0,	0,	
22145,	1.69932E7,	30934,	0,	32533,	0,	0,	
24186,	1.59573E7,	28906,	0,	28526,	0,	0,	
26236,	1.9993E7,	36439,	0,	36717,	0,	0,	
28257,	2.04979E7,	37268,	0,	38164,	0,	0,	
30278,	2.01461E7,	36587,	0,	38245,	0,	0,	
32297,	2.03777E7,	37189,	0,	38983,	0,	0,	
34317,	2.15918E7,	39325,	0,	41140,	0,	0,	
36338,	2.42448E7,	44043,	0,	45059,	0,	0,	
38355,	2.44115E7,	44326,	0,	45035,	0,	0,	
40377,	2.4497E7,	44449,	0,	44919,	0,	0,	
42401,	2.47669E7,	44907,	0,	44876,	0,	0,	
44421,	2.43254E7,	43819,	0,	43628,	0,	0,	
46441,	2.03928E7,	36668,	0,	38727,	0,	0,	
48711,	2.27119E7,	40922,	0,	43382,	0,	0,	
51148,	1.94149E7,	35037,	0,	37455,	0,	0,	
53224,	1.7625E7,	31771,	0,	32255,	0,	0,	
55268,	2.0002E7,	36170,	0,	36895,	0,	0,	
57290,	2.12599E7,	38552,	0,	39196,	0,	0,	
59310,	2.21756E7,	40334,	0,	40247,	0,	0,	
61328,	2.22707E7,	40135,	0,	39472,	0,	0,	
63348,	2.30358E7,	41525,	0,	41332,	0,	0,	
65367,	2.38805E7,	43143,	0,	42289,	0,	0,	
67385,	2.44838E7,	44368,	0,	43551,	0,	0,	
69405,	2.39465E7,	43438,	0,	43410,	0,	0,	
71427,	2.42225E7,	43901,	0,	43996,	0,	0,	
73446,	2.46525E7,	44615,	0,	44615,	0,	0,	
75474,	2.48029E7,	44901,	0,	44548,	0,	0,	
77488,	2.51399E7,	45512,	0,	44718,	0,	0,	
79509,	2.5922E7,	46923,	0,	46581,	0,	0,	
81530,	2.60371E7,	47096,	0,	47026,	0,	0,	
83549,	2.58793E7,	46833,	0,	46852,	0,	0,	
85576,	2.09364E7,	37965,	0,	38722,	0,	0,	
87593,	2.12422E7,	38390,	0,	38666,	0,	0,	
89625,	2.37731E7,	43088,	0,	43095,	0,	0,	
91646,	2.4158E7,	43784,	0,	42908,	0,	0,	
93665,	2.45463E7,	44415,	0,	42738,	0,	0,	
95685,	2.46947E7,	44654,	0,	43661,	0,	0,	
97707,	2.48388E7,	44943,	0,	43933,	0,	0,	
99727,	2.46683E7,	44664,	0,	43941,	0,	0,	
102718,	3362400.0,	5888,	0,	5831,	0,	0,	
104886,	1.7626171196175184,	0,	3585,	0,	3548,	29,	
106911,	1.98143322632292,	0,	35333,	0,	35316,	29,	
108929,	2.0032668340372335,	0,	37645,	0,	38291,	29,	
110952,	2.0240607750695028,	0,	39815,	0,	40326,	29,	
112969,	2.0331844004251303,	0,	41766,	0,	41456,	29,	
114990,	2.0338796614652837,	0,	42001,	0,	42613,	29,	
117010,	2.0317971902642626,	0,	42110,	0,	43159,	29,	
119035,	2.02157304438808,	0,	42923,	0,	43957,	29,	
121054,	2.0303575428949348,	0,	42987,	0,	43902,	29,	
123070,	2.003504102033251,	0,	35096,	0,	33861,	29,	
125093,	2.0196560050610204,	0,	37036,	0,	36266,	29,	
127112,	2.033819017989152,	0,	38735,	0,	38104,	29,	
129131,	2.035169635601023,	0,	41086,	0,	40878,	29,	
131154,	2.0357155090989534,	0,	41746,	0,	41370,	29,	
133177,	2.033806236836839,	0,	41826,	0,	41841,	29,	
135196,	2.0279481656925964,	0,	42757,	0,	42561,	29,	
137216,	2.0301803870106236,	0,	43405,	0,	42561,	29,	
139236,	2.028412771506386,	0,	43888,	0,	42970,	29,	
141254,	2.032241442633671,	0,	43918,	0,	43259,	29,	
143278,	2.0307586105462843,	0,	43922,	0,	43413,	29,	
145297,	2.033860915559685,	0,	44062,	0,	44077,	29,	
147317,	2.031586596667589,	0,	44132,	0,	44186,	29,	
149336,	2.0250596666757317,	0,	44493,	0,	44449,	29,	
151356,	2.028602947940253,	0,	44680,	0,	44516,	29,	
153379,	2.0253378382213607,	0,	44044,	0,	44000,	29,	
155400,	2.023349654110838,	0,	43897,	0,	43969,	29,	
157418,	2.023880273726601,	0,	44136,	0,	44556,	29,	
159441,	2.032751916534197,	0,	44180,	0,	44941,	29,	
161459,	2.0227273285969276,	0,	44747,	0,	44643,	29,	
163481,	2.0159431240872223,	0,	41145,	0,	40791,	29,	
165502,	2.0198580290951695,	0,	36206,	0,	36189,	29,	
167522,	2.0370174167309196,	0,	38792,	0,	38815,	29,	
169541,	2.0430584596044343,	0,	41269,	0,	40499,	29,	
171563,	2.037593679429272,	0,	42081,	0,	41809,	29,	
173583,	2.045643943819135,	0,	42371,	0,	42194,	29,	
175600,	2.0420044957045818,	0,	42614,	0,	42322,	29,	
177624,	2.0453772103084917,	0,	43171,	0,	42893,	29,	
179645,	2.040241720136814,	0,	43437,	0,	43507,	29,	
181665,	2.0431830080126026,	0,	43952,	0,	44220,	29,	
183684,	2.0396106472647477,	0,	44331,	0,	44624,	29,	
185704,	2.026904466867955,	0,	44490,	0,	44436,	29,	
187723,	2.0275601004817267,	0,	44629,	0,	44391,	29,	
189746,	2.031948498388336,	0,	44665,	0,	44677,	29,	
191767,	2.026055854625473,	0,	44826,	0,	44686,	29,	
193784,	2.024006319257456,	0,	44904,	0,	44601,	29,	
195804,	2.0237085151821153,	0,	44751,	0,	44408,	29,	
197828,	2.0270030711762317,	0,	44846,	0,	44693,	29,	
199848,	2.0256052399188174,	0,	44990,	0,	44833,	29,	
